index	x	v	a	u
29	0.025549274709102288	-0.1737198427394489	0.31188002282320276	-0.39497950887027816
30	-0.16554255230429152	0.14388795830524134	-0.012413532877727285	0.03519455765639831
31	-0.0072657981685260165	0.1173543606643123	0.01802021572525847	-0.26374444724700824
32	0.12182399856221754	0.1253755740093467	-0.2175477652245231	0.1314732208793361
33	0.2597371299724989	-0.09514709256367825	-0.12097664295557294	0.09418074437301191
34	0.15507532815245284	-0.20150200155883483	-0.048311637315419514	0.25546549220328896
35	-0.06657687356226549	-0.22980251177463276	0.17677614193599858	-0.024547889822206105
36	-0.31935963651436156	-0.03863944685974878	0.17236065528961295	-0.11590592768855501
37	-0.3618630280600852	0.13012617962824397	0.08528138589887475	-0.42773523721124945
38	-0.21872423046901682	0.20240823064146307	-0.2911521890013623	0.5584677568975379
39	0.003924823236592573	-0.10001184954295278	0.18235357330628554	-0.37371242612763733
40	-0.1060882112606555	0.08696235431359012	-0.13575225287795953	0.24966558028606864
41	-0.010429621515706367	-0.053195177154691124	0.07537154409170627	-0.15021967337971487
42	-0.06894431638586661	0.025229504181696085	-0.05228900754086649	0.1563253809196099
43	-0.04119186178600091	-0.02853125720949279	0.08317493453269575	0.025515380018269168
44	-0.07257624471644299	0.05308290251733477	0.11445627000240759	-0.2627765818677332
45	-0.014185051947374738	0.15913583458656583	-0.11059702667831153	-0.07470146580807505
46	0.16086436609784768	0.03890209044159406	-0.18888804857341024	0.23087544748731118
47	0.20365666558360115	-0.14674051922217815	1.1049307828775445e-05	-0.14011541013220968
48	0.04224209443920518	-0.13065481635620088	-0.12609171488037707	0.42654529438983296
49	-0.1014782035526158	-0.24164191680083733	0.24518987858243488	-0.19160348889108872
50	-0.36728431203353684	0.017368694421470418	0.09726572643869852	-0.04478287183294659
51	-0.3481787481699194	0.10848209381441642	0.06668771443291645	-0.21152792079391095
52	-0.22884844497406132	0.16310249235218452	-0.11701864283831176	0.1058236462783462
53	-0.04943570338665834	0.03456629595778644	-0.03347922547163136	0.00998851119119186
54	-0.01141277783309326	-0.0007954829479539173	-0.027837487946721824	0.16566678334976068
55	-0.012287809075842569	-0.028818216036041865	0.11847886827339059	-0.020535088607900487
56	-0.043987846715488624	0.08682388131336238	0.11184517535361922	-0.34627570272899694
57	0.051518422729210006	0.18785716679525435	-0.1886184395671161	0.05079056341789433
58	0.2581613062039898	-0.010623973107210314	-0.1617687764477228	0.4324925181126791
59	0.24647493578605845	-0.16756683860295274	0.2112976122089161	-0.49228752768824025
60	0.062151413322810406	0.05484545213269523	-0.21063140148960852	0.40013388391028415
61	0.12248141066877516	-0.1547402633348052	0.12842595388068634	-0.13460216837771055
62	-0.047732878999510564	-0.015915559130895554	0.02012659772881549	0.021273718806538996
63	-0.06523999404349567	0.004583527436503326	0.04128560442758214	0.015269222482163211
64	-0.060198113863342013	0.04319380667423439	0.059156465104287244	-0.14198429667518825
65	-0.012684926521684181	0.09649291082263571	-0.06271375539295344	0.06612660352184524
66	0.0934572753832151	0.026604286081847915	-0.009471187762588082	0.0930822745926218
67	0.12272199007324781	0.014015406353278229	0.07335574059451275	-0.23886632227831606
68	0.13813893706185387	0.08469048250552068	-0.13428837539652044	0.01394190329621181
69	0.23129846781792662	-0.05149194140468792	-0.13516949996958186	0.2714283407420837
70	0.17465733227276992	-0.17746805564274273	0.09559905670133528	0.09086791307583968
71	-0.020557528934247116	-0.06981082534295835	0.18694008413972452	-0.2713106761078208
72	-0.09734943681150131	0.11747644388515398	-0.03854551594334171	-0.04249346725692876
73	0.03187465146216807	0.06953549402303325	-0.08064418806891177	0.20732085580894766
74	0.10836369488750465	-0.01610324260282573	0.09788016335224994	-0.24321728205369472
75	0.09065012802439634	0.08092540966263123	-0.11122737416085032	0.05980729049055296
76	0.1796680786532907	-0.03343120966134522	-0.0685235501354377	0.13431742323256307
77	0.14289374802581095	-0.09652863555620214	0.04550977576032528	-0.067760010917256
78	0.03671224891398858	-0.04296388491910035	-0.010923256489172598	0.08025561653235737
79	-0.010548024497021809	-0.04984714625722786	0.06021447274103178	0.002492526998921621
80	-0.06537988537997245	0.012316392202485902	0.06847919431416442	-0.23572316097733098
81	-0.05183185395723796	0.07849721919046683	-0.13682373113401702	0.47875688491154156
82	0.03451508715227556	-0.06412261615501144	0.2803750921729687	-0.48428342892643644
83	-0.036019790618237034	0.21348881731407432	-0.1274424846435272	0.02130521818730692
84	0.19881790842724473	0.070856522989443	-0.1210120367393037	0.08411060189041333
85	0.27676008371563204	-0.05203167023074394	-0.05741369871186208	0.017973347095151915
86	0.2195252464618137	-0.10155125045489004	-0.04697905619741158	0.20788170804118755
87	0.10781887096143465	-0.13810504587735392	0.13541657541991609	-0.2517684676022785
88	-0.04409667950365469	0.0068688900353245375	-0.07763338788014293	0.303467637612417
89	-0.036540900464797695	-0.07060439383046786	0.1877241471830181	-0.15376275974988152
90	-0.11420573367831235	0.11633161297394494	0.06811007812642655	-0.16168959022016482
91	0.0137590405930271	0.17101992179885733	-0.07059954525907913	-0.08475151429038467
92	0.2018809545717702	0.08769587676575027	-0.15393586264633324	0.11853505716972178
93	0.29834641901409553	-0.06849813099653855	-0.06264789745821697	0.016259571189423977
94	0.22299847491790312	-0.12132641619408506	-0.05427907313355709	0.20193040097463516
95	0.08953941710440955	-0.16277819806130214	0.12203038043025885	-0.008090740146741257
96	-0.08951660076302281	-0.030490609444958607	0.1269517523412176	-0.1741200336511451
97	-0.12305627115247728	0.09490381656020543	-0.017061102710691195	0.03810445662637603
98	-0.0186620729362513	0.0688243427627645	0.015526797981978112	-0.06282786444214031
99	0.05704470410278965	0.07732064521378866	-0.03946560021775035	-0.015136635866301928
